season,player,team,targets,catch_targets,receptions,drops,season_yards,yac,tds,comp_perc,on_tgt_rate,yards_per_target,yards_per_rec,yards_per_game,broken_tackles,yards_after_contact,first_downs,first_down_perc,drop_rate,rec_rating
2020,Andrew Parchment,Kansas,51,34,24,4,197,61,2,47.06,74.20%,3.86,8.2,24.6,0,13,10,41.7,11.8,54.1
2020,Craig Burt Jr.,Western Kentucky,48,33,23,5,166,61,2,47.92,79.30%,3.46,7.2,16.6,0,13,9,39.1,15.2,70.3
2019,James Proche,SMU,169,133,111,9,1223,484,15,65.68,87.30%,7.24,11,94.1,6,192,62,55.9,6.8,104.2
2019,Justin Jefferson,LSU,134,121,111,4,1540,706,18,82.84,96.40%,11.49,13.9,102.7,13,269,72,64.9,3.3,147.9
2019,Devin Duvernay,Texas,129,111,105,3,1391,724,9,81.4,96.10%,10.78,13.2,107,17,377,68,64.8,2.7,125.2
2019,Michael Pittman Jr.,USC,138,112,101,2,1275,495,11,73.19,93.40%,9.24,12.6,98.1,6,221,55,54.5,1.8,113
2019,Cedric Byrd II,Hawaii,155,120,99,9,1101,311,10,63.87,89.50%,7.1,11.1,73.4,5,78,50,50.5,7.5,87.6
2019,Maurice Ffrench,Pittsburgh,128,104,96,6,850,576,4,75,94.00%,6.64,8.9,77.3,8,122,42,43.8,5.8,89.6
2019,Jadan Blue,Temple,147,112,95,14,1067,636,4,64.63,91.10%,7.26,11.2,82.1,5,263,46,48.4,12.5,89.6
2019,Lucky Jackson,Western Kentucky,132,102,94,3,1133,433,4,71.21,93.00%,8.58,12.1,87.2,9,121,51,54.3,2.9,94.7
2019,Omar Bayless,Arkansas State,148,107,93,7,1655,638,17,62.84,91.30%,11.18,17.8,127.3,6,248,70,75.3,6.5,125.3
2019,Jared Smart,Hawaii,127,101,87,6,1123,410,5,68.5,90.40%,8.84,12.9,74.9,10,215,55,63.2,5.9,105.9
2019,Jason-Matthew Sharsh,Hawaii,119,100,87,4,909,300,5,73.11,97.70%,7.64,10.4,60.6,5,112,50,57.5,4,101.8
2019,David Bell,Purdue,129,97,86,6,1038,363,7,66.67,89.40%,8.05,12.1,86.5,9,209,52,60.5,6.2,93.1
2019,Isaiah Hodgins,Oregon State,123,93,86,1,1159,308,13,69.92,96.20%,9.42,13.5,96.6,8,143,63,73.3,1.1,134.8
2019,Tyler Johnson,Minnesota,122,101,86,7,1318,452,13,70.49,89.30%,10.8,15.3,101.4,5,230,60,69.8,6.9,134.5
2019,Easop Winston,Washington State,108,88,85,2,970,394,11,78.7,96.60%,8.98,11.4,74.6,3,165,50,58.8,2.3,138
2019,Max Borghi,Washington State,96,90,85,1,594,796,5,88.54,100.00%,6.19,7,45.7,14,237,26,30.6,1.1,105.5
2019,Ja'Marr Chase,LSU,124,104,84,6,1780,699,20,67.74,84.90%,14.35,21.2,127.1,23,411,66,78.6,5.8,140.1
2019,Kalil Pimpleton,Central Michigan,122,97,82,11,899,480,6,67.21,86.70%,7.37,11,64.2,6,147,44,53.7,11.3,91.5
2019,Antonio Gandy-Golden,Liberty,141,88,80,4,1410,477,10,56.74,92.80%,10,17.6,108.5,17,247,62,77.5,4.5,108.8
2019,Tre Walker,San Jose State,118,93,79,7,1161,405,2,66.95,86.50%,9.84,14.7,116.1,7,241,54,68.4,7.5,101
2019,Brandon Arconado,Washington State,106,84,78,5,1109,415,7,73.58,96.20%,10.46,14.2,100.8,5,119,60,76.9,6,113.3
2019,Warren Jackson,Colorado State,124,89,77,5,1119,347,8,62.1,89.40%,9.02,14.5,111.9,10,188,57,74,5.6,106.2
2019,Joe Reed,Virginia,111,84,77,3,679,432,7,69.37,98.60%,6.12,8.8,52.2,8,163,37,48.1,3.6,98.9
2019,Jerry Jeudy,Alabama,110,86,77,5,1163,607,10,70,93.50%,10.57,15.1,89.5,9,196,53,68.8,5.8,127.2
2019,Amon-Ra St. Brown,USC,106,88,77,5,1042,424,6,72.64,91.40%,9.83,13.5,80.2,11,178,42,54.5,5.7,114.6
2019,Kaylon Geiger,Troy,103,82,77,2,859,496,5,74.76,93.80%,8.34,11.2,71.6,4,160,43,55.8,2.4,107.2
2019,Damonte Coxie,Memphis,128,94,76,6,1276,437,9,59.38,84.70%,9.97,16.8,91.1,9,238,52,68.4,6.4,100.3
2019,Jaelon Darden,North Texas,112,87,76,8,736,483,12,67.86,91.50%,6.57,9.7,61.3,0,131,39,51.3,9.2,110.6
2019,Jahcour Pearson,Western Kentucky,111,86,76,9,809,528,7,68.47,88.00%,7.29,10.6,62.2,6,218,41,53.9,10.5,103
2019,Deshaunte Jones,Iowa State,98,83,76,3,877,619,2,77.55,95.90%,8.95,11.5,67.5,7,209,45,59.2,3.6,110.8
2019,Elijah Cooks,Nevada,121,86,75,8,929,394,8,61.98,90.40%,7.68,12.4,71.5,10,195,45,60,9.3,100.9
2019,Hasise Dubois,Virginia,105,78,75,1,1062,309,6,71.43,95.80%,10.11,14.2,75.9,6,154,51,68,1.3,103
2019,Tyler Vaughns,USC,111,87,74,5,913,203,6,66.67,88.80%,8.23,12.3,70.2,3,110,51,68.9,5.7,98.7
2019,Terrell Jana,Virginia,103,82,74,6,886,237,3,71.84,92.40%,8.6,12,63.3,6,136,46,62.2,7.3,95.4
2019,Kendall Hinton,Wake Forest,107,83,73,7,1001,424,4,68.22,90.40%,9.36,13.7,91,9,200,47,64.4,8.4,102.6
2019,Tim Jones,Southern Mississippi,105,83,73,8,902,458,3,69.52,92.10%,8.59,12.4,69.4,13,186,42,57.5,9.6,89.5
2019,Gabriel Davis,UCF,132,89,72,9,1241,330,12,54.55,85.00%,9.4,17.2,103.4,8,169,49,68.1,10.1,113.9
2019,Dazz Newsome,North Carolina,104,83,72,6,1018,409,10,69.23,90.40%,9.79,14.1,84.8,9,155,50,69.4,7.2,124.6
2019,Bryan Edwards,South Carolina,111,83,71,5,816,550,6,63.96,90.90%,7.35,11.5,81.6,15,157,36,50.7,6,104
2019,Cornelius McCoy,Georgia State,114,81,70,6,754,281,5,61.4,90.00%,6.61,10.8,58,6,111,42,60,7.4,88.1
2019,Tutu Atwell,Louisville,106,81,70,7,1276,745,12,66.04,88.20%,12.04,18.2,98.2,2,213,51,72.9,8.6,125.4
2019,Kirk Merritt,Arkansas State,106,79,70,7,812,375,12,66.04,94.10%,7.66,11.6,62.5,5,85,34,48.6,8.9,122.8
2019,Whop Philyor,Indiana,102,82,70,7,987,492,5,68.63,89.30%,9.68,14.1,82.3,7,217,40,57.1,8.5,111.8
2019,Sam James,West Virginia,113,89,68,13,626,368,2,60.18,82.30%,5.54,9.2,52.2,9,97,27,39.7,14.6,66.5
2019,Elijah Moore,Ole Miss,119,80,67,10,850,330,6,56.3,88.10%,7.14,12.7,70.8,5,151,40,59.7,12.5,88.6
2019,Hutch White,Texas State,98,78,67,4,618,340,2,68.37,87.70%,6.31,9.2,51.5,4,87,30,44.8,5.1,75.1
2019,DeVonta Smith,Alabama,89,76,67,2,1259,781,14,75.28,91.20%,14.15,18.8,96.8,7,361,44,65.7,2.6,151.8
2019,Denzel Mims,Baylor,116,78,66,5,1020,195,12,56.9,86.80%,8.79,15.5,72.9,7,123,53,80.3,6.4,117
2019,Chase Claypool,Notre Dame,110,80,66,7,1037,373,13,60,85.30%,9.43,15.7,79.8,9,145,51,77.3,8.8,123.2
2019,Cody White,Michigan State,108,79,66,4,922,288,6,61.11,90.00%,8.54,14,70.9,6,129,48,72.7,5.1,87.8
2019,Justyn Ross,Clemson,107,85,66,8,865,289,8,61.68,84.70%,8.08,13.1,61.8,9,143,39,59.1,9.4,108.2
2019,Trishton Jackson,Syracuse,107,74,66,2,1023,407,11,61.68,90.30%,9.56,15.5,85.3,8,194,44,66.7,2.7,123.7
2019,Sage Surratt,Wake Forest,103,79,66,3,1001,312,11,64.08,91.00%,9.72,15.2,111.2,10,217,47,71.2,3.8,127.5
2019,Jhamon Ausbon,Texas A&M,96,80,66,5,872,193,5,68.75,85.10%,9.08,13.2,67.1,3,71,44,66.7,6.3,105.9
2019,Tyler Snead,East Carolina,95,70,66,3,759,388,5,69.47,96.90%,7.99,11.5,63.3,6,147,36,54.5,4.3,93.3
2019,JoJo Ward,Hawaii,117,83,65,13,1134,172,11,55.56,81.10%,9.69,17.4,75.6,1,72,47,72.3,15.7,105.9
2019,Andrew Parchment,Kansas,114,74,65,7,829,271,7,57.02,92.60%,7.27,12.8,69.1,1,104,36,55.4,9.5,82.1
2019,Brandon Aiyuk,Arizona State,104,72,65,5,1192,709,8,62.5,93.50%,11.46,18.3,99.3,7,267,40,61.5,6.9,127.6
2019,Harrison Bryant,Florida Atlantic,100,75,65,8,1004,413,7,65,88.70%,10.04,15.4,77.2,14,183,54,83.1,10.7,117.3
2019,Taysir Mack,Pittsburgh,115,80,63,7,736,181,3,54.78,83.60%,6.4,11.7,61.3,0,89,38,60.3,8.8,79.5
2019,Khalil Shakir,Boise State,96,76,63,5,872,387,6,65.63,90.90%,9.08,13.8,62.3,5,131,44,69.8,6.6,102.4
2019,Jonathan Adams Jr.,Arkansas State,106,73,62,2,851,248,5,58.49,93.50%,8.03,13.7,65.5,5,110,38,61.3,2.7,88.2
2019,Keylon Stokes,Tulsa,105,78,62,11,1040,391,6,59.05,85.10%,9.9,16.8,86.7,11,164,44,71,14.1,103.7
2019,Siaosi Mariner,Utah State,104,78,62,4,976,174,10,59.62,87.10%,9.38,15.7,75.1,1,125,41,66.1,5.1,106.9
2019,Quez Watkins,Southern Mississippi,101,74,62,8,1171,559,6,61.39,87.10%,11.59,18.9,106.5,5,108,40,64.5,10.8,100.7
2019,CeeDee Lamb,Oklahoma,93,73,62,5,1327,692,14,66.67,89.40%,14.27,21.4,102.1,10,340,44,71,6.8,144.8
2019,Tony Nicholson,New Mexico State,95,72,61,7,647,304,6,64.21,90.90%,6.81,10.6,53.9,2,98,30,49.2,9.7,74.3
2019,Brycen Hopkins,Purdue,92,77,61,9,830,382,7,66.3,84.30%,9.02,13.6,69.2,4,125,39,63.9,11.7,111.2
2019,Thomas Hennigan,Appalachian State,91,71,61,7,771,245,6,67.03,87.70%,8.47,12.6,55.1,3,89,37,60.7,9.9,110.6
2019,Justin Hall,Ball State,87,72,61,9,684,480,6,70.11,87.10%,7.86,11.2,57,14,202,29,47.5,12.5,111.5
2019,Deangelo Antoine,Florida Atlantic,85,63,61,1,771,621,5,71.76,98.30%,9.07,12.6,59.3,6,208,26,42.6,1.6,109.5
2019,Austin Trammell,Rice,109,70,60,6,726,282,4,55.05,90.60%,6.66,12.1,60.5,9,147,41,68.3,8.6,84.1
2019,Tamorrion Terry,Florida State,105,74,60,7,1187,611,9,57.14,85.50%,11.3,19.8,91.3,6,181,35,58.3,9.5,113.5
2019,Rashod Bateman,Minnesota,98,70,60,5,1219,359,11,61.22,96.20%,12.44,20.3,93.8,6,246,53,88.3,7.1,121.1
2019,Cameron Ross,UCONN,94,66,60,5,723,410,4,63.83,93.40%,7.69,12.1,65.7,2,140,31,51.7,7.6,92.6
2019,Kyle Philips,UCLA,89,69,60,5,681,320,5,67.42,90.20%,7.65,11.3,56.8,5,137,31,51.7,7.2,104.2
2019,Ja'Marcus Bradley,Louisiana Lafayette,89,68,60,3,906,417,10,67.42,89.10%,10.18,15.1,64.7,5,217,46,76.7,4.4,128.8
2019,Branden Mack,Temple,114,67,59,8,904,248,7,51.75,87.70%,7.93,15.3,69.5,5,165,39,66.1,11.9,87.8
2019,Sam Crawford Jr.,Tulsa,97,69,59,4,777,255,5,60.82,88.70%,8.01,13.2,64.8,2,116,32,54.2,5.8,99
2019,Jauan Jennings,Tennessee,95,72,59,5,969,448,8,62.11,86.20%,10.2,16.4,74.5,21,283,43,72.9,6.9,106.9
2019,Quintez Cephus,Wisconsin,94,65,59,1,901,278,7,62.77,94.80%,9.59,15.3,64.4,5,130,42,71.2,1.5,105.9
2019,Dezmon Patmon,Washington State,93,73,59,7,766,309,8,63.44,85.10%,8.24,13,58.9,4,119,41,69.5,9.6,95.5
2019,Aaron Fuller,Washington,92,72,59,9,702,266,6,64.13,84.30%,7.63,11.9,58.5,3,71,35,59.3,12.5,95.5
2019,Tee Higgins,Clemson,91,75,59,5,1167,352,13,64.84,87.30%,12.82,19.8,77.8,6,149,48,81.4,6.7,138.6
2019,OJ Clark,New Mexico State,90,67,59,6,456,230,1,65.56,92.10%,5.07,7.7,38,2,61,25,42.4,9,76.9
2019,Seth Williams,Auburn,109,72,58,5,821,248,8,53.21,87.10%,7.53,14.2,68.4,11,119,39,67.2,6.9,94.6
2019,Kobe Smith,San Diego State,96,78,58,9,691,160,4,60.42,81.40%,7.2,11.9,53.2,5,73,32,55.2,11.5,83.3
2019,Isaiah McKoy,Kent State,80,64,58,3,875,264,8,72.5,94.90%,10.94,15.1,79.5,5,71,32,55.2,4.7,141.4
2019,Austin Watkins Jr.,UAB,95,63,57,2,1092,299,6,60,92.90%,11.49,19.2,78,4,109,45,78.9,3.2,99.1
2019,Johnny Johnson III,Oregon,89,64,57,6,836,320,7,64.04,93.10%,9.39,14.7,59.7,0,64,38,66.7,9.4,106.8
2019,JaCorey Sullivan,Central Michigan,82,65,57,4,808,257,3,69.51,93.10%,9.85,14.2,62.2,15,157,39,68.4,6.2,98
2019,Dante Wright,Colorado State,82,65,57,6,805,537,4,69.51,91.90%,9.82,14.1,67.1,8,192,28,49.1,9.2,96.8
2019,K.J. Hill,Ohio State,75,64,57,4,636,248,10,76,91.50%,8.48,11.2,45.4,5,67,35,61.4,6.3,134.8
2019,Emeka Emezie,NC State,110,77,56,3,576,142,2,50.91,80.30%,5.24,10.3,48,6,80,28,50,3.9,68.6
2019,KJ Hamler,Penn State,96,72,56,9,904,387,8,58.33,80.70%,9.42,16.1,69.5,1,133,38,67.9,12.5,104.7
2019,Michael Wilson,Stanford,84,66,56,3,672,227,5,66.67,91.20%,8,12,56,1,85,34,60.7,4.5,105.9
2019,Jordan Nathan,Utah State,83,62,56,4,581,266,1,67.47,90.90%,7,10.4,44.7,6,70,28,50,6.5,86.5
2019,Laviska Shenault Jr.,Colorado,81,66,56,5,764,425,4,69.14,88.70%,9.43,13.6,69.5,8,172,33,58.9,7.6,110.3
2019,Tony Brown,Colorado,75,64,56,3,707,212,5,74.67,90.00%,9.43,12.6,58.9,2,98,33,58.9,4.7,109.1
2019,Brad Rozner,Rice,98,69,55,8,770,184,5,56.12,82.80%,7.86,14,64.2,8,134,37,67.3,11.6,90.1
2019,C.J. Johnson,East Carolina,98,67,55,5,922,313,4,56.12,85.00%,9.41,16.8,76.8,7,132,41,74.5,7.5,88.9
2019,La'Michael Pettway,Iowa State,88,66,55,6,676,185,6,62.5,88.30%,7.68,12.3,52,4,72,38,69.1,9.1,99.4
2019,Malik Williams,Appalachian State,86,61,55,3,597,244,4,63.95,94.70%,6.94,10.9,42.6,2,76,37,67.3,4.9,90.1
2019,Dylan Drummond,Eastern Michigan,84,65,55,8,493,240,3,65.48,88.30%,5.87,9,37.9,3,76,30,54.5,12.3,78.1
2019,Demetric Felton,UCLA,70,61,55,4,594,541,4,78.57,93.00%,8.49,10.8,49.5,10,268,24,43.6,6.6,115.1
2019,Quartney Davis,Texas A&M,95,73,54,3,616,267,4,56.84,79.40%,6.48,11.4,56,3,107,34,63,4.1,81.7
2019,Quintin Morris,Bowling Green,94,68,54,7,639,388,4,57.45,87.00%,6.8,11.8,53.3,5,143,34,63,10.3,70.3
2019,Kyle Pitts,Florida,80,66,54,6,649,229,5,67.5,86.70%,8.11,12,49.9,5,90,35,64.8,9.1,102.6
2019,Blake Proehl,East Carolina,85,59,53,1,658,125,4,62.35,94.20%,7.74,12.4,54.8,0,97,35,66,1.7,97.1
2019,Tylan Wallace,Oklahoma State,85,62,53,2,878,524,8,62.35,88.10%,10.33,16.6,109.8,11,330,32,60.4,3.2,128.5
2019,Renard Bell,Washington State,76,61,53,3,579,291,6,69.74,87.90%,7.62,10.9,44.5,2,95,34,64.2,4.9,112.8
2019,Bailey Gaither,San Jose State,100,67,52,7,812,224,6,52,79.70%,8.12,15.6,67.7,0,51,32,61.5,10.4,90.9
2019,Marquez Stevenson,Houston,91,62,52,5,907,556,9,57.14,86.70%,9.97,17.4,75.6,6,140,33,63.5,8.1,105.9
2019,Victor Tucker,Charlotte,87,58,52,2,909,274,7,59.77,93.80%,10.45,17.5,69.9,2,98,43,82.7,3.4,93.5
2019,Hunter Bryant,Washington,82,62,52,6,825,416,3,63.41,87.50%,10.06,15.9,68.8,10,183,34,65.4,9.7,93.8
2019,Dillon Stoner,Oklahoma State,79,58,52,2,600,243,5,65.82,92.50%,7.59,11.5,46.2,2,71,27,51.9,3.4,78
2019,Peyton Hendershot,Indiana,66,57,52,2,622,436,4,78.79,94.30%,9.42,12,47.8,5,152,28,53.8,3.5,107.2
2019,Giovanni Ricci,Western Michigan,94,61,51,6,642,253,8,54.26,83.60%,6.83,12.6,49.4,3,131,34,66.7,9.8,95.3
2019,Shermar Thornton,FIU,93,61,51,8,668,270,5,54.84,88.70%,7.18,13.1,51.4,6,153,32,62.7,13.1,95.6
2019,John Hightower,Boise State,92,62,51,7,935,337,8,55.43,84.20%,10.16,18.3,66.8,2,81,31,60.8,11.3,110.6
2019,Skyy Moore,Western Michigan,86,58,51,2,802,350,3,59.3,90.90%,9.33,15.7,61.7,12,213,35,68.6,3.4,97.1
2019,Dyami Brown,North Carolina,86,66,51,10,1034,302,12,59.3,83.90%,12.02,20.3,79.5,5,155,37,72.5,15.2,136.3
2019,Riley Lees,Northwestern,82,58,51,3,418,205,2,62.2,90.60%,5.1,8.2,34.8,8,77,23,45.1,5.2,68
2019,Charlie Kolar,Iowa State,82,59,51,4,697,168,7,62.2,89.30%,8.5,13.7,53.6,2,66,39,76.5,6.8,102.5
2019,Micah Simon,BYU,79,59,51,1,616,292,2,64.56,91.80%,7.8,12.1,47.4,4,161,37,72.5,1.7,91.5
2019,Marlon Williams,UCF,69,56,51,4,717,444,6,73.91,91.70%,10.39,14.1,55.2,7,259,26,51,7.1,136
2019,K.J. Osborn,Miami FL,85,65,50,5,547,143,5,58.82,81.70%,6.44,10.9,42.1,4,67,32,64,7.7,97.5
2019,Tony Gaiter IV,FIU,84,56,50,5,623,211,4,59.52,91.80%,7.42,12.5,47.9,9,95,35,70,8.9,98.5
2019,Noah Gray,Duke,75,54,50,1,388,133,3,66.67,95.70%,5.17,7.8,32.3,2,86,18,36,1.9,81.4
2019,Connor Wedington,Stanford,71,59,50,5,490,309,1,70.42,87.50%,6.9,9.8,40.8,5,91,21,42,8.5,82.5
2019,Keith Mixon Jr.,Western Michigan,71,54,50,2,500,375,2,70.42,94.30%,7.04,10,38.5,8,170,24,48,3.7,87.8
2019,Jaylon Redd,Oregon,70,54,50,4,464,380,7,71.43,95.70%,6.63,9.3,38.7,4,85,27,54,7.4,110.7
2019,Tre Nixon,UCF,93,59,49,7,830,287,7,52.69,86.00%,8.92,16.9,63.8,3,80,23,46.9,11.9,94.8
2019,Darrell Stewart Jr,Michigan State,88,63,49,10,697,249,4,55.68,80.00%,7.92,14.2,77.4,11,116,31,63.3,15.9,87.2
2019,JD Spielman,Nebraska,78,56,49,5,898,395,5,62.82,88.20%,11.51,18.3,74.8,9,148,34,69.4,8.9,118.4
2019,Chris Olave,Ohio State,77,58,49,4,849,154,12,63.64,92.00%,11.03,17.3,60.6,2,69,43,87.8,6.9,135.2
2019,George Pickens,Georgia,76,58,49,1,727,207,8,64.47,90.00%,9.57,14.8,51.9,2,73,37,75.5,1.7,119.8
2019,Van Jefferson,Florida,70,54,49,3,657,262,6,70,91.80%,9.39,13.4,50.5,0,58,32,65.3,5.6,116.2
2019,Antonio Nunn,Buffalo,90,63,48,7,676,104,6,53.33,81.50%,7.51,14.1,56.3,3,73,34,70.8,11.1,95.4
2019,Colby Parkinson,Stanford,89,61,48,1,589,187,1,53.93,88.70%,6.62,12.3,49.1,3,102,30,62.5,1.6,64.3
2019,Michael Lawrence,North Texas,74,54,48,6,661,293,3,64.86,92.20%,8.93,13.8,55.1,5,133,33,68.8,11.1,84.3
2019,Jesse Matthews,San Diego State,71,49,48,0,633,171,2,67.61,97.80%,8.92,13.2,48.7,2,45,34,70.8,0,105
2019,Markis McCray,Louisiana-Monroe,71,55,48,5,579,401,6,67.61,95.90%,8.15,12.1,48.3,9,151,25,52.1,9.1,108.8
2019,Kavious Price,Kent State,69,56,48,6,508,246,3,69.57,86.80%,7.36,10.6,39.1,5,138,21,43.8,10.7,99.2
2019,Smoke Harris,Louisiana Tech,66,55,48,6,350,288,2,72.73,90.40%,5.3,7.3,26.9,3,97,19,39.6,10.9,88.6
2019,Darnell Mooney,Tulane,87,58,47,8,716,151,5,54.02,89.10%,8.23,15.2,55.1,3,64,33,70.2,13.8,95.8
2019,Isaiah Wright,Temple,77,54,47,3,442,262,5,61.04,89.60%,5.74,9.4,40.2,1,63,24,51.1,5.6,82.3
2019,Matt Bushman,BYU,76,52,47,0,688,230,4,61.84,91.50%,9.05,14.6,52.9,5,106,29,61.7,0,92.4
2019,Zane Pope,Fresno State,67,53,47,1,520,168,1,70.15,93.80%,7.76,11.1,43.3,1,87,24,51.1,1.9,79.2
2019,Arthur Jackson III,Eastern Michigan,67,54,47,5,740,280,7,70.15,88.70%,11.04,15.7,56.9,1,79,33,70.2,9.3,135.2
2019,Ronnie Bell,Michigan,83,65,46,11,739,464,1,55.42,75.90%,8.9,16.1,56.8,9,221,35,76.1,16.9,89.4
2019,Kalija Lipscomb,Vanderbilt,82,59,46,4,505,263,3,56.1,84.90%,6.16,11,45.9,7,153,21,45.7,6.8,61.3
2019,Nico Ragiani,Iowa,74,58,46,8,439,177,2,62.16,87.80%,5.93,9.5,33.8,1,77,24,52.2,13.8,76.4
2019,Jaivon Heiligh,Coastal Carolina,74,54,46,5,497,102,3,62.16,92.00%,6.72,10.8,41.4,3,33,28,60.9,9.3,95.4
2019,Keenen Johnson,Tulsa,74,55,46,5,568,157,3,62.16,86.00%,7.68,12.3,47.3,1,53,21,45.7,9.1,93.8
2019,Ty Lee,Middle Tennessee,73,50,46,3,518,334,3,63.01,93.90%,7.1,11.3,43.2,0,67,22,47.8,6,86.4
2019,Terrace Marshall Jr,LSU,67,57,46,2,671,168,13,68.66,84.00%,10.01,14.6,55.9,4,70,38,82.6,3.5,140.6
2019,Stephon Robinson Jr,Kansas,75,52,45,5,727,172,8,60,89.10%,9.69,16.2,60.6,1,79,29,64.4,9.6,128
2019,Tyquan Thornton,Baylor,71,54,45,4,782,233,5,63.38,85.10%,11.01,17.4,55.9,1,132,27,60,7.4,118.4
2019,Khalil McClain,Troy,69,48,45,1,562,92,7,65.22,95.60%,8.14,12.5,46.8,2,54,34,75.6,2.1,100
2019,R.J. Turner,Texas Tech,69,50,45,3,654,300,3,65.22,93.80%,9.48,14.5,54.5,5,134,27,60,6,110.4
2019,Josh Johnson,Tulsa,88,57,44,9,495,137,1,50,78.70%,5.63,11.3,41.3,2,33,22,50,15.8,52
2019,Randal Grimes,UNLV,87,54,44,6,696,204,7,50.57,86.00%,8,15.8,63.3,5,115,26,59.1,11.1,90
2019,Romeo Doubs,Nevada,76,52,44,5,649,311,4,57.89,87.80%,8.54,14.8,64.9,3,127,28,63.6,9.6,98
2019,Ihmir Smith-Marsette,Iowa,74,55,44,5,722,225,5,59.46,90.50%,9.76,16.4,55.5,4,81,31,70.5,9.1,109.2
2019,Jack Sorenson,Miami OH,70,50,44,2,568,201,4,62.86,88.90%,8.11,12.9,51.6,4,69,28,63.6,4,89.5
2019,Devin Asiasi,UCLA,69,51,44,1,641,245,4,63.77,89.40%,9.29,14.6,53.4,5,97,31,70.5,2,101.2
2019,Jalen Reagor,TCU,92,55,43,9,611,162,5,46.74,83.30%,6.64,14.2,50.9,2,57,27,62.8,16.4,68.7
2019,TJ Vasher,Texas Tech,82,49,43,1,524,125,6,52.44,93.00%,6.39,12.2,52.4,2,65,28,65.1,2,86.6
2019,Shi Smith,South Carolina,78,50,43,3,489,242,2,55.13,95.60%,6.27,11.4,48.9,3,64,21,48.8,6,72
2019,Riley Miller,Ball State,74,50,43,4,612,122,6,58.11,87.20%,8.27,14.2,51,3,64,31,72.1,8,106.4
2019,Josh Pederson,Louisiana-Monroe,72,53,43,7,567,216,9,59.72,89.40%,7.88,13.2,47.3,3,47,29,67.4,13.2,112.7
2019,Davontavean Martin,Washington State,70,53,43,5,564,301,4,61.43,91.30%,8.06,13.1,43.4,3,145,28,65.1,9.4,94
2019,"Reggie Roberson, Jr",SMU,67,50,43,3,803,279,6,64.18,90.90%,11.99,18.7,100.4,5,74,26,60.5,6,129.1
2019,Mike Carrigan,Kent State,67,57,43,8,572,196,5,64.18,84.30%,8.54,13.3,52,1,57,25,58.1,14,116
2019,Adrian Hardy,Louisiana Tech,78,56,42,3,534,224,1,53.85,85.40%,6.85,12.7,53.4,4,107,28,66.7,5.4,63.7
2019,Jarrin Pierce,Middle Tennessee,69,49,42,5,562,192,4,60.87,87.20%,8.14,13.4,46.8,1,63,22,52.4,10.2,94
2019,Alevo Hifo,BYU,67,50,42,2,478,245,3,62.69,90.90%,7.13,11.4,36.8,6,100,23,54.8,4,67.9
2019,Erik Ezukanma,Texas Tech,67,49,42,5,664,229,4,62.69,89.10%,9.91,15.8,55.3,7,103,30,71.4,10.2,103.1
2019,Dontay Demus Jr,Maryland,76,51,41,9,624,333,6,53.95,81.30%,8.21,15.2,52,5,88,26,63.4,17.6,85.6
2019,Cameron Dollar,Charlotte,70,47,41,6,599,238,2,58.57,90.20%,8.56,14.6,46.1,7,92,25,61,12.8,66.3
2019,Beau Corrales,North Carolina,68,50,40,5,575,187,6,58.82,81.60%,8.46,14.4,44.2,9,138,29,72.5,10,103.5
2019,Josiah Deguara,Cincinnati,71,47,39,4,504,228,7,54.93,85.40%,7.1,12.9,36,1,69,26,66.7,8.5,92.7
2019,Kedarian Jones,Memphis,66,49,39,5,609,324,4,59.09,84.10%,9.23,15.6,43.5,8,108,26,66.7,10.2,103.7
2019,Reggie Todd,Troy,70,51,38,8,666,300,5,54.29,80.90%,9.51,17.5,55.5,6,163,23,60.5,15.7,104.8
2019,Mike Harley,Miami FL,67,48,38,3,485,234,3,56.72,87.80%,7.24,12.8,37.3,5,90,21,55.3,6.3,75.8
2019,Carlos Strickland II,UTSA,67,54,38,5,492,94,4,56.72,74.50%,7.34,12.9,41,0,35,24,63.2,9.3,99.8
2019,Jalen McCleskey,Tulane,66,42,38,2,578,213,4,57.58,94.70%,8.76,15.2,44.5,5,98,22,57.9,4.8,94.1
2019,Nate Stewart,Akron,81,48,37,6,529,144,3,45.68,85.40%,6.53,14.3,44.1,3,78,27,73,12.5,74.6
2019,Tyrone Scott,Central Michigan,74,47,37,6,650,141,5,50,80.60%,8.78,17.6,46.4,3,64,29,78.4,12.8,97.2
2019,Taj Harris,Syracuse,74,48,37,2,559,320,2,50,83.70%,7.55,15.1,46.6,5,133,21,56.8,4.2,73
2019,Nico Collins,Michigan,67,54,37,6,729,228,7,55.22,78.30%,10.88,19.7,60.8,4,108,31,83.8,11.1,115.8
2019,Danzel Mckinley-Lewis,Toledo,68,43,36,2,615,209,1,52.94,87.80%,9.04,17.1,51.3,1,49,27,75,4.7,70.4
2019,Kawaan Baker,South Alabama,69,43,35,5,574,246,3,50.72,82.90%,8.32,16.4,47.8,6,174,25,71.4,11.6,81.4
2019,Myron Mitchell,UAB,75,48,34,10,554,125,4,45.33,78.00%,7.39,16.3,39.6,0,17,25,73.5,20.8,60.6
2019,Mike Woods,Arkansas,68,44,33,6,423,74,4,48.53,83.80%,6.22,12.8,35.3,0,12,24,72.7,13.6,81.9
2019,Thayer Thomas,NC State,72,42,31,4,334,149,3,43.06,81.60%,4.64,10.8,27.8,2,52,20,64.5,9.5,59.6
